0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,18,-1,20,-1,18,-1,20,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,-1,-1,-1,-1,-1,18,-1,-1,20,-1,-1,-1,20,-1,18,-1,20,-1,18,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,18,18,18,18,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,20,-1,-1,-1,-1,18,-1,-1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,18,18,18,18,18,18,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,20,-1,-1,-1,-1,18,20,-1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,18,18,0,18,18,0,18,18,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,20,-1,-1,-1,-1,18,18,-1,-1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,18,18,18,0,18,18,0,18,18,18,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,20,-1,-1,-1,-1,18,18,-1,-1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,-1,-1,20,20,-1,-1,-1,-1,-1,20,-1,-1,-1,20,-1,-1,-1,20,-1,-1,-1,20,18,18,18,18,18,18,18,18,18,18,18,18,20,-1,-1,-1,-1,-1,-1,-1,-1,0
0,20,-1,-1,-1,-1,-1,-1,-1,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,19,18,20,20,20,20,20,18,16,16,16,18,16,16,16,18,20,20,20,18,18,18,0,0,0,0,0,0,0,0,18,18,18,20,20,20,20,20,20,-1,-1,0
0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,24,24,19,18,18,18,18,18,18,18,24,24,24,18,24,24,24,18,18,18,18,18,18,0,25,25,25,25,25,25,25,25,0,18,18,18,18,18,18,18,18,4,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
